subj_id	i1_run_type	i2_run_type	i1_group	i2_group	i1_item	i2_item	i1_pair	i2_pair	i1_color	i2_color	i1_obj	i2_obj	pair_index
08	odd	even	2	1	21	10	11	5	24	192	11	6	763
08	odd	even	2	1	21	11	11	6	24	216	11	17	764
08	odd	even	2	1	21	12	11	6	24	216	11	18	765
08	odd	even	2	2	21	13	11	7	24	288	11	7	766
08	odd	even	2	2	21	14	11	7	24	288	11	8	767
08	odd	even	2	2	21	15	11	8	24	312	11	19	768
08	odd	even	2	2	21	16	11	8	24	312	11	20	769
08	odd	even	2	2	21	17	11	9	24	336	11	9	770
08	odd	even	2	2	21	18	11	9	24	336	11	10	771
08	odd	even	2	2	21	19	11	10	24	360	11	21	772
08	odd	even	2	2	21	20	11	10	24	360	11	22	773
08	odd	even	2	2	21	21	11	11	24	24	11	11	774
08	odd	even	2	2	21	22	11	11	24	24	11	12	775
08	odd	even	2	2	21	23	11	12	24	48	11	23	776
08	odd	even	2	2	21	24	11	12	24	48	11	24	777
08	odd	odd	2	2	22	23	11	12	24	48	12	23	778
08	odd	odd	2	2	22	24	11	12	24	48	12	24	779
08	odd	even	2	1	22	1	11	1	24	96	12	1	780
08	odd	even	2	1	22	2	11	1	24	96	12	2	781
08	odd	even	2	1	22	3	11	2	24	120	12	13	782
08	odd	even	2	1	22	4	11	2	24	120	12	14	783
08	odd	even	2	1	22	5	11	3	24	144	12	3	784
08	odd	even	2	1	22	6	11	3	24	144	12	4	785
08	odd	even	2	1	22	7	11	4	24	168	12	15	786
08	odd	even	2	1	22	8	11	4	24	168	12	16	787
08	odd	even	2	1	22	9	11	5	24	192	12	5	788
08	odd	even	2	1	22	10	11	5	24	192	12	6	789
08	odd	even	2	1	22	11	11	6	24	216	12	17	790
08	odd	even	2	1	22	12	11	6	24	216	12	18	791
08	odd	even	2	2	22	13	11	7	24	288	12	7	792
08	odd	even	2	2	22	14	11	7	24	288	12	8	793
08	odd	even	2	2	22	15	11	8	24	312	12	19	794
08	odd	even	2	2	22	16	11	8	24	312	12	20	795
08	odd	even	2	2	22	17	11	9	24	336	12	9	796
08	odd	even	2	2	22	18	11	9	24	336	12	10	797
08	odd	even	2	2	22	19	11	10	24	360	12	21	798
08	odd	even	2	2	22	20	11	10	24	360	12	22	799
08	odd	even	2	2	22	21	11	11	24	24	12	11	800
08	odd	even	2	2	22	22	11	11	24	24	12	12	801
08	odd	even	2	2	22	23	11	12	24	48	12	23	802
08	odd	even	2	2	22	24	11	12	24	48	12	24	803
08	odd	odd	2	2	23	24	12	12	48	48	23	24	804
08	odd	even	2	1	23	1	12	1	48	96	23	1	805
08	odd	even	2	1	23	2	12	1	48	96	23	2	806
08	odd	even	2	1	23	3	12	2	48	120	23	13	807
08	odd	even	2	1	23	4	12	2	48	120	23	14	808
08	odd	even	2	1	23	5	12	3	48	144	23	3	809
08	odd	even	2	1	23	6	12	3	48	144	23	4	810
08	odd	even	2	1	23	7	12	4	48	168	23	15	811
08	odd	even	2	1	23	8	12	4	48	168	23	16	812
08	odd	even	2	1	23	9	12	5	48	192	23	5	813
08	odd	even	2	1	23	10	12	5	48	192	23	6	814
08	odd	even	2	1	23	11	12	6	48	216	23	17	815
08	odd	even	2	1	23	12	12	6	48	216	23	18	816
08	odd	even	2	2	23	13	12	7	48	288	23	7	817
08	odd	even	2	2	23	14	12	7	48	288	23	8	818
08	odd	even	2	2	23	15	12	8	48	312	23	19	819
08	odd	even	2	2	23	16	12	8	48	312	23	20	820
08	odd	even	2	2	23	17	12	9	48	336	23	9	821
08	odd	even	2	2	23	18	12	9	48	336	23	10	822
08	odd	even	2	2	23	19	12	10	48	360	23	21	823
08	odd	even	2	2	23	20	12	10	48	360	23	22	824
08	odd	even	2	2	23	21	12	11	48	24	23	11	825
08	odd	even	2	2	23	22	12	11	48	24	23	12	826
08	odd	even	2	2	23	23	12	12	48	48	23	23	827
08	odd	even	2	2	23	24	12	12	48	48	23	24	828
08	odd	even	2	1	24	1	12	1	48	96	24	1	829
08	odd	even	2	1	24	2	12	1	48	96	24	2	830
08	odd	even	2	1	24	3	12	2	48	120	24	13	831
08	odd	even	2	1	24	4	12	2	48	120	24	14	832
08	odd	even	2	1	24	5	12	3	48	144	24	3	833
08	odd	even	2	1	24	6	12	3	48	144	24	4	834
08	odd	even	2	1	24	7	12	4	48	168	24	15	835
08	odd	even	2	1	24	8	12	4	48	168	24	16	836
08	odd	even	2	1	24	9	12	5	48	192	24	5	837
08	odd	even	2	1	24	10	12	5	48	192	24	6	838
08	odd	even	2	1	24	11	12	6	48	216	24	17	839
08	odd	even	2	1	24	12	12	6	48	216	24	18	840
08	odd	even	2	2	24	13	12	7	48	288	24	7	841
08	odd	even	2	2	24	14	12	7	48	288	24	8	842
08	odd	even	2	2	24	15	12	8	48	312	24	19	843
08	odd	even	2	2	24	16	12	8	48	312	24	20	844
08	odd	even	2	2	24	17	12	9	48	336	24	9	845
08	odd	even	2	2	24	18	12	9	48	336	24	10	846
08	odd	even	2	2	24	19	12	10	48	360	24	21	847
08	odd	even	2	2	24	20	12	10	48	360	24	22	848
08	odd	even	2	2	24	21	12	11	48	24	24	11	849
08	odd	even	2	2	24	22	12	11	48	24	24	12	850
08	odd	even	2	2	24	23	12	12	48	48	24	23	851
08	odd	even	2	2	24	24	12	12	48	48	24	24	852
08	even	even	1	1	1	2	1	1	96	96	1	2	853
08	even	even	1	1	1	3	1	2	96	120	1	13	854
08	even	even	1	1	1	4	1	2	96	120	1	14	855
08	even	even	1	1	1	5	1	3	96	144	1	3	856
08	even	even	1	1	1	6	1	3	96	144	1	4	857
08	even	even	1	1	1	7	1	4	96	168	1	15	858
08	even	even	1	1	1	8	1	4	96	168	1	16	859
08	even	even	1	1	1	9	1	5	96	192	1	5	860
08	even	even	1	1	1	10	1	5	96	192	1	6	861
08	even	even	1	1	1	11	1	6	96	216	1	17	862
08	even	even	1	1	1	12	1	6	96	216	1	18	863
08	even	even	1	2	1	13	1	7	96	288	1	7	864
08	even	even	1	2	1	14	1	7	96	288	1	8	865
08	even	even	1	2	1	15	1	8	96	312	1	19	866
08	even	even	1	2	1	16	1	8	96	312	1	20	867
08	even	even	1	2	1	17	1	9	96	336	1	9	868
08	even	even	1	2	1	18	1	9	96	336	1	10	869
08	even	even	1	2	1	19	1	10	96	360	1	21	870
08	even	even	1	2	1	20	1	10	96	360	1	22	871
08	even	even	1	2	1	21	1	11	96	24	1	11	872
08	even	even	1	2	1	22	1	11	96	24	1	12	873
08	even	even	1	2	1	23	1	12	96	48	1	23	874
08	even	even	1	2	1	24	1	12	96	48	1	24	875
08	even	even	1	1	2	3	1	2	96	120	2	13	876
08	even	even	1	1	2	4	1	2	96	120	2	14	877
08	even	even	1	1	2	5	1	3	96	144	2	3	878
08	even	even	1	1	2	6	1	3	96	144	2	4	879
08	even	even	1	1	2	7	1	4	96	168	2	15	880
08	even	even	1	1	2	8	1	4	96	168	2	16	881
08	even	even	1	1	2	9	1	5	96	192	2	5	882
08	even	even	1	1	2	10	1	5	96	192	2	6	883
08	even	even	1	1	2	11	1	6	96	216	2	17	884
08	even	even	1	1	2	12	1	6	96	216	2	18	885
08	even	even	1	2	2	13	1	7	96	288	2	7	886
08	even	even	1	2	2	14	1	7	96	288	2	8	887
08	even	even	1	2	2	15	1	8	96	312	2	19	888
08	even	even	1	2	2	16	1	8	96	312	2	20	889
08	even	even	1	2	2	17	1	9	96	336	2	9	890
08	even	even	1	2	2	18	1	9	96	336	2	10	891
08	even	even	1	2	2	19	1	10	96	360	2	21	892
08	even	even	1	2	2	20	1	10	96	360	2	22	893
08	even	even	1	2	2	21	1	11	96	24	2	11	894
08	even	even	1	2	2	22	1	11	96	24	2	12	895
08	even	even	1	2	2	23	1	12	96	48	2	23	896
08	even	even	1	2	2	24	1	12	96	48	2	24	897
08	even	even	1	1	3	4	2	2	120	120	13	14	898
08	even	even	1	1	3	5	2	3	120	144	13	3	899
08	even	even	1	1	3	6	2	3	120	144	13	4	900
08	even	even	1	1	3	7	2	4	120	168	13	15	901
08	even	even	1	1	3	8	2	4	120	168	13	16	902
08	even	even	1	1	3	9	2	5	120	192	13	5	903
08	even	even	1	1	3	10	2	5	120	192	13	6	904
08	even	even	1	1	3	11	2	6	120	216	13	17	905
08	even	even	1	1	3	12	2	6	120	216	13	18	906
08	even	even	1	2	3	13	2	7	120	288	13	7	907
08	even	even	1	2	3	14	2	7	120	288	13	8	908
08	even	even	1	2	3	15	2	8	120	312	13	19	909
08	even	even	1	2	3	16	2	8	120	312	13	20	910
08	even	even	1	2	3	17	2	9	120	336	13	9	911
08	even	even	1	2	3	18	2	9	120	336	13	10	912
08	even	even	1	2	3	19	2	10	120	360	13	21	913
08	even	even	1	2	3	20	2	10	120	360	13	22	914
08	even	even	1	2	3	21	2	11	120	24	13	11	915
08	even	even	1	2	3	22	2	11	120	24	13	12	916
08	even	even	1	2	3	23	2	12	120	48	13	23	917
08	even	even	1	2	3	24	2	12	120	48	13	24	918
08	even	even	1	1	4	5	2	3	120	144	14	3	919
08	even	even	1	1	4	6	2	3	120	144	14	4	920
08	even	even	1	1	4	7	2	4	120	168	14	15	921
08	even	even	1	1	4	8	2	4	120	168	14	16	922
08	even	even	1	1	4	9	2	5	120	192	14	5	923
08	even	even	1	1	4	10	2	5	120	192	14	6	924
08	even	even	1	1	4	11	2	6	120	216	14	17	925
08	even	even	1	1	4	12	2	6	120	216	14	18	926
08	even	even	1	2	4	13	2	7	120	288	14	7	927
08	even	even	1	2	4	14	2	7	120	288	14	8	928
08	even	even	1	2	4	15	2	8	120	312	14	19	929
08	even	even	1	2	4	16	2	8	120	312	14	20	930
08	even	even	1	2	4	17	2	9	120	336	14	9	931
08	even	even	1	2	4	18	2	9	120	336	14	10	932
08	even	even	1	2	4	19	2	10	120	360	14	21	933
08	even	even	1	2	4	20	2	10	120	360	14	22	934
08	even	even	1	2	4	21	2	11	120	24	14	11	935
08	even	even	1	2	4	22	2	11	120	24	14	12	936
08	even	even	1	2	4	23	2	12	120	48	14	23	937
08	even	even	1	2	4	24	2	12	120	48	14	24	938
08	even	even	1	1	5	6	3	3	144	144	3	4	939
08	even	even	1	1	5	7	3	4	144	168	3	15	940
08	even	even	1	1	5	8	3	4	144	168	3	16	941
08	even	even	1	1	5	9	3	5	144	192	3	5	942
08	even	even	1	1	5	10	3	5	144	192	3	6	943
08	even	even	1	1	5	11	3	6	144	216	3	17	944
08	even	even	1	1	5	12	3	6	144	216	3	18	945
08	even	even	1	2	5	13	3	7	144	288	3	7	946
08	even	even	1	2	5	14	3	7	144	288	3	8	947
08	even	even	1	2	5	15	3	8	144	312	3	19	948
08	even	even	1	2	5	16	3	8	144	312	3	20	949
08	even	even	1	2	5	17	3	9	144	336	3	9	950
08	even	even	1	2	5	18	3	9	144	336	3	10	951
08	even	even	1	2	5	19	3	10	144	360	3	21	952
08	even	even	1	2	5	20	3	10	144	360	3	22	953
08	even	even	1	2	5	21	3	11	144	24	3	11	954
08	even	even	1	2	5	22	3	11	144	24	3	12	955
08	even	even	1	2	5	23	3	12	144	48	3	23	956
08	even	even	1	2	5	24	3	12	144	48	3	24	957
08	even	even	1	1	6	7	3	4	144	168	4	15	958
08	even	even	1	1	6	8	3	4	144	168	4	16	959
08	even	even	1	1	6	9	3	5	144	192	4	5	960
08	even	even	1	1	6	10	3	5	144	192	4	6	961
08	even	even	1	1	6	11	3	6	144	216	4	17	962
08	even	even	1	1	6	12	3	6	144	216	4	18	963
08	even	even	1	2	6	13	3	7	144	288	4	7	964
08	even	even	1	2	6	14	3	7	144	288	4	8	965
08	even	even	1	2	6	15	3	8	144	312	4	19	966
08	even	even	1	2	6	16	3	8	144	312	4	20	967
08	even	even	1	2	6	17	3	9	144	336	4	9	968
08	even	even	1	2	6	18	3	9	144	336	4	10	969
08	even	even	1	2	6	19	3	10	144	360	4	21	970
08	even	even	1	2	6	20	3	10	144	360	4	22	971
08	even	even	1	2	6	21	3	11	144	24	4	11	972
08	even	even	1	2	6	22	3	11	144	24	4	12	973
08	even	even	1	2	6	23	3	12	144	48	4	23	974
08	even	even	1	2	6	24	3	12	144	48	4	24	975
08	even	even	1	1	7	8	4	4	168	168	15	16	976
08	even	even	1	1	7	9	4	5	168	192	15	5	977
08	even	even	1	1	7	10	4	5	168	192	15	6	978
08	even	even	1	1	7	11	4	6	168	216	15	17	979
08	even	even	1	1	7	12	4	6	168	216	15	18	980
08	even	even	1	2	7	13	4	7	168	288	15	7	981
08	even	even	1	2	7	14	4	7	168	288	15	8	982
08	even	even	1	2	7	15	4	8	168	312	15	19	983
08	even	even	1	2	7	16	4	8	168	312	15	20	984
08	even	even	1	2	7	17	4	9	168	336	15	9	985
08	even	even	1	2	7	18	4	9	168	336	15	10	986
08	even	even	1	2	7	19	4	10	168	360	15	21	987
08	even	even	1	2	7	20	4	10	168	360	15	22	988
08	even	even	1	2	7	21	4	11	168	24	15	11	989
08	even	even	1	2	7	22	4	11	168	24	15	12	990
08	even	even	1	2	7	23	4	12	168	48	15	23	991
08	even	even	1	2	7	24	4	12	168	48	15	24	992
08	even	even	1	1	8	9	4	5	168	192	16	5	993
08	even	even	1	1	8	10	4	5	168	192	16	6	994
08	even	even	1	1	8	11	4	6	168	216	16	17	995
08	even	even	1	1	8	12	4	6	168	216	16	18	996
08	even	even	1	2	8	13	4	7	168	288	16	7	997
08	even	even	1	2	8	14	4	7	168	288	16	8	998
08	even	even	1	2	8	15	4	8	168	312	16	19	999
08	even	even	1	2	8	16	4	8	168	312	16	20	1000
08	even	even	1	2	8	17	4	9	168	336	16	9	1001
08	even	even	1	2	8	18	4	9	168	336	16	10	1002
08	even	even	1	2	8	19	4	10	168	360	16	21	1003
08	even	even	1	2	8	20	4	10	168	360	16	22	1004
08	even	even	1	2	8	21	4	11	168	24	16	11	1005
08	even	even	1	2	8	22	4	11	168	24	16	12	1006
08	even	even	1	2	8	23	4	12	168	48	16	23	1007
08	even	even	1	2	8	24	4	12	168	48	16	24	1008
08	even	even	1	1	9	10	5	5	192	192	5	6	1009
08	even	even	1	1	9	11	5	6	192	216	5	17	1010
08	even	even	1	1	9	12	5	6	192	216	5	18	1011
08	even	even	1	2	9	13	5	7	192	288	5	7	1012
08	even	even	1	2	9	14	5	7	192	288	5	8	1013
08	even	even	1	2	9	15	5	8	192	312	5	19	1014
08	even	even	1	2	9	16	5	8	192	312	5	20	1015
08	even	even	1	2	9	17	5	9	192	336	5	9	1016
08	even	even	1	2	9	18	5	9	192	336	5	10	1017
08	even	even	1	2	9	19	5	10	192	360	5	21	1018
08	even	even	1	2	9	20	5	10	192	360	5	22	1019
08	even	even	1	2	9	21	5	11	192	24	5	11	1020
08	even	even	1	2	9	22	5	11	192	24	5	12	1021
08	even	even	1	2	9	23	5	12	192	48	5	23	1022
08	even	even	1	2	9	24	5	12	192	48	5	24	1023
08	even	even	1	1	10	11	5	6	192	216	6	17	1024
08	even	even	1	1	10	12	5	6	192	216	6	18	1025
08	even	even	1	2	10	13	5	7	192	288	6	7	1026
08	even	even	1	2	10	14	5	7	192	288	6	8	1027
08	even	even	1	2	10	15	5	8	192	312	6	19	1028
08	even	even	1	2	10	16	5	8	192	312	6	20	1029
08	even	even	1	2	10	17	5	9	192	336	6	9	1030
08	even	even	1	2	10	18	5	9	192	336	6	10	1031
08	even	even	1	2	10	19	5	10	192	360	6	21	1032
08	even	even	1	2	10	20	5	10	192	360	6	22	1033
08	even	even	1	2	10	21	5	11	192	24	6	11	1034
08	even	even	1	2	10	22	5	11	192	24	6	12	1035
08	even	even	1	2	10	23	5	12	192	48	6	23	1036
08	even	even	1	2	10	24	5	12	192	48	6	24	1037
08	even	even	1	1	11	12	6	6	216	216	17	18	1038
08	even	even	1	2	11	13	6	7	216	288	17	7	1039
08	even	even	1	2	11	14	6	7	216	288	17	8	1040
08	even	even	1	2	11	15	6	8	216	312	17	19	1041
08	even	even	1	2	11	16	6	8	216	312	17	20	1042
08	even	even	1	2	11	17	6	9	216	336	17	9	1043
08	even	even	1	2	11	18	6	9	216	336	17	10	1044
08	even	even	1	2	11	19	6	10	216	360	17	21	1045
08	even	even	1	2	11	20	6	10	216	360	17	22	1046
08	even	even	1	2	11	21	6	11	216	24	17	11	1047
08	even	even	1	2	11	22	6	11	216	24	17	12	1048
08	even	even	1	2	11	23	6	12	216	48	17	23	1049
08	even	even	1	2	11	24	6	12	216	48	17	24	1050
08	even	even	1	2	12	13	6	7	216	288	18	7	1051
08	even	even	1	2	12	14	6	7	216	288	18	8	1052
08	even	even	1	2	12	15	6	8	216	312	18	19	1053
08	even	even	1	2	12	16	6	8	216	312	18	20	1054
08	even	even	1	2	12	17	6	9	216	336	18	9	1055
08	even	even	1	2	12	18	6	9	216	336	18	10	1056
08	even	even	1	2	12	19	6	10	216	360	18	21	1057
08	even	even	1	2	12	20	6	10	216	360	18	22	1058
08	even	even	1	2	12	21	6	11	216	24	18	11	1059
08	even	even	1	2	12	22	6	11	216	24	18	12	1060
08	even	even	1	2	12	23	6	12	216	48	18	23	1061
08	even	even	1	2	12	24	6	12	216	48	18	24	1062
08	even	even	2	2	13	14	7	7	288	288	7	8	1063
08	even	even	2	2	13	15	7	8	288	312	7	19	1064
08	even	even	2	2	13	16	7	8	288	312	7	20	1065
08	even	even	2	2	13	17	7	9	288	336	7	9	1066
08	even	even	2	2	13	18	7	9	288	336	7	10	1067
08	even	even	2	2	13	19	7	10	288	360	7	21	1068
08	even	even	2	2	13	20	7	10	288	360	7	22	1069
08	even	even	2	2	13	21	7	11	288	24	7	11	1070
08	even	even	2	2	13	22	7	11	288	24	7	12	1071
08	even	even	2	2	13	23	7	12	288	48	7	23	1072
08	even	even	2	2	13	24	7	12	288	48	7	24	1073
08	even	even	2	2	14	15	7	8	288	312	8	19	1074
08	even	even	2	2	14	16	7	8	288	312	8	20	1075
08	even	even	2	2	14	17	7	9	288	336	8	9	1076
08	even	even	2	2	14	18	7	9	288	336	8	10	1077
08	even	even	2	2	14	19	7	10	288	360	8	21	1078
08	even	even	2	2	14	20	7	10	288	360	8	22	1079
08	even	even	2	2	14	21	7	11	288	24	8	11	1080
08	even	even	2	2	14	22	7	11	288	24	8	12	1081
08	even	even	2	2	14	23	7	12	288	48	8	23	1082
08	even	even	2	2	14	24	7	12	288	48	8	24	1083
08	even	even	2	2	15	16	8	8	312	312	19	20	1084
08	even	even	2	2	15	17	8	9	312	336	19	9	1085
08	even	even	2	2	15	18	8	9	312	336	19	10	1086
08	even	even	2	2	15	19	8	10	312	360	19	21	1087
08	even	even	2	2	15	20	8	10	312	360	19	22	1088
08	even	even	2	2	15	21	8	11	312	24	19	11	1089
08	even	even	2	2	15	22	8	11	312	24	19	12	1090
08	even	even	2	2	15	23	8	12	312	48	19	23	1091
08	even	even	2	2	15	24	8	12	312	48	19	24	1092
08	even	even	2	2	16	17	8	9	312	336	20	9	1093
08	even	even	2	2	16	18	8	9	312	336	20	10	1094
08	even	even	2	2	16	19	8	10	312	360	20	21	1095
08	even	even	2	2	16	20	8	10	312	360	20	22	1096
08	even	even	2	2	16	21	8	11	312	24	20	11	1097
08	even	even	2	2	16	22	8	11	312	24	20	12	1098
08	even	even	2	2	16	23	8	12	312	48	20	23	1099
08	even	even	2	2	16	24	8	12	312	48	20	24	1100
08	even	even	2	2	17	18	9	9	336	336	9	10	1101
08	even	even	2	2	17	19	9	10	336	360	9	21	1102
08	even	even	2	2	17	20	9	10	336	360	9	22	1103
08	even	even	2	2	17	21	9	11	336	24	9	11	1104
08	even	even	2	2	17	22	9	11	336	24	9	12	1105
08	even	even	2	2	17	23	9	12	336	48	9	23	1106
08	even	even	2	2	17	24	9	12	336	48	9	24	1107
08	even	even	2	2	18	19	9	10	336	360	10	21	1108
08	even	even	2	2	18	20	9	10	336	360	10	22	1109
08	even	even	2	2	18	21	9	11	336	24	10	11	1110
08	even	even	2	2	18	22	9	11	336	24	10	12	1111
08	even	even	2	2	18	23	9	12	336	48	10	23	1112
08	even	even	2	2	18	24	9	12	336	48	10	24	1113
08	even	even	2	2	19	20	10	10	360	360	21	22	1114
08	even	even	2	2	19	21	10	11	360	24	21	11	1115
08	even	even	2	2	19	22	10	11	360	24	21	12	1116
08	even	even	2	2	19	23	10	12	360	48	21	23	1117
08	even	even	2	2	19	24	10	12	360	48	21	24	1118
08	even	even	2	2	20	21	10	11	360	24	22	11	1119
08	even	even	2	2	20	22	10	11	360	24	22	12	1120
08	even	even	2	2	20	23	10	12	360	48	22	23	1121
08	even	even	2	2	20	24	10	12	360	48	22	24	1122
08	even	even	2	2	21	22	11	11	24	24	11	12	1123
08	even	even	2	2	21	23	11	12	24	48	11	23	1124
08	even	even	2	2	21	24	11	12	24	48	11	24	1125
08	even	even	2	2	22	23	11	12	24	48	12	23	1126
08	even	even	2	2	22	24	11	12	24	48	12	24	1127
08	even	even	2	2	23	24	12	12	48	48	23	24	1128
